title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
CLN 0422T-Kiarra 手提袋,记忆/棕色,34.65,https://cf.shopee.ph/file/ph-11134207-820li-mojfrsj7mdc02f,http://shopee.ph/product/56564601/23339835343,女包,P0-托特包,IVCN2026092210690,108067735257,https://detail.1688.com/offer/930944513261.html?spm=a26352.b28411319.offerlist.10.48f11e62dwDUEK,品牌品,0922新增,23339835343,34.65,无白名单价格,2
CLN 0422T-Kiarra 手提袋,黑色/黑色,34.65,https://cf.shopee.ph/file/ph-11134207-820le-mojfrsjopm304e,http://shopee.ph/product/56564601/23339835343,女包,P0-托特包,IVCN2026092210690,108067735255,https://detail.1688.com/offer/930944513261.html?spm=a26352.b28411319.offerlist.10.48f11e62dwDUEK,品牌品,0922新增,23339835343,34.65,无白名单价格,2
Mate Made Cloudy Bag 单肩包，垂坠式，5 种颜色可选 - 适合工作或休闲出行,绿色的,13.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mn3rkk5ccop140,http://shopee.vn/product/839900997/24043705339,女包,P0-斜挎包,IVCN2026092210160,385095177608,https://detail.1688.com/offer/963348779496.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,24043705339,13.5,无白名单价格,3
Mate Made Cloudy Bag 单肩包，垂坠式，5 种颜色可选 - 适合工作或休闲出行,粉色的,13.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mrkeyfgl77r81d,http://shopee.vn/product/839900997/24043705339,女包,P0-斜挎包,IVCN2026092210160,29905189478,https://detail.1688.com/offer/963348779496.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,24043705339,13.5,无白名单价格,3
Mate Made Cloudy Bag 单肩包，垂坠式，5 种颜色可选 - 适合工作或休闲出行,棕色的,13.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mn3rkk5ce39k63,http://shopee.vn/product/839900997/24043705339,女包,P0-斜挎包,IVCN2026092210160,29905189476,https://detail.1688.com/offer/963348779496.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,24043705339,13.5,无白名单价格,3
Hobs® 2026 迷你斜挎包 | Milli | 2026 春夏系列 | 基础系列,红色 2026,66.42,https://cf.shopee.co.th/file/th-11134207-81zto-mp3ftwpaydqlda,http://shopee.co.th/product/390617779/24665638194,女包,P0-斜挎包,IVCN2026092210412,411017168094,https://detail.1688.com/offer/1038696059707.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517894706058233596e0e27&token=eA5uYuasmSs2k9nzSHzPl97dYjTLeaOS4ctsujvE1QQQWa4zLZZyCEh%2B%2BC3rcp1N,品牌品,0922新增,24665638194,66.42,无白名单价格,2
Hobs® 2026 迷你斜挎包 | Milli | 2026 春夏系列 | 基础系列,黑色 2024,29,https://cf.shopee.co.th/file/th-11134207-7r98r-lwi6mpty70en49,http://shopee.co.th/product/390617779/24665638194,女包,P0-斜挎包,IVCN2026092210412,250948660516,https://detail.1688.com/offer/779932961885.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,品牌品,0922新增,24665638194,29,无白名单价格,2
AZTRID 小型单肩包（高级款）2025 新款皮革、全新内衬和拉链，每种颜色纹理独特,深棕色,11.5,https://cf.shopee.ph/file/ph-11134207-7rase-mamxgzyshhv2ef,http://shopee.ph/product/130113680/24885286204,女包,P0-斜挎包,IVCN2026092210556,168913812749,https://detail.1688.com/offer/929419072299.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2104999217551441784827449e1100&token=WcM7JFapg8KA22W5W6Xbs%2BZU8eCD8LQIew2kEHl5ThcOMd%2FWhuR0NrqxyconrfYq,品牌品,0922新增,24885286204,11.5,无白名单价格,5
AZTRID 小型单肩包（高级款）2025 新款皮革、全新内衬和拉链，每种颜色纹理独特,浓缩咖啡,20,https://cf.shopee.ph/file/ph-11134207-7ra0u-mcvnsih5f8603d,http://shopee.ph/product/130113680/24885286204,女包,P0-斜挎包,IVCN2026092210556,138026764277,https://detail.1688.com/offer/1007972417704.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=e460b3591471416bb73efc55e3bfd71e&sessionid=915556c75606bf89208fa7d391c4c57e,品牌品,0922新增,24885286204,20,无白名单价格,5
AZTRID 小型单肩包（高级款）2025 新款皮革、全新内衬和拉链，每种颜色纹理独特,脸红,23,https://cf.shopee.ph/file/ph-11134207-7ras8-mamxgsuow9u078,http://shopee.ph/product/130113680/24885286204,女包,P0-斜挎包,IVCN2026092210556,138026764275,https://detail.1688.com/offer/709983369062.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0846ae17592052600725427e0cbc&token=1kbVJO1xeGSm%2FrZZPk0GPe1LL0wRWBTnOshAb%2Fejou3FqIfS%2FEOjFPtbxH7h52Qg,品牌品,0922新增,24885286204,23,无白名单价格,5
AZTRID 小型单肩包（高级款）2025 新款皮革、全新内衬和拉链，每种颜色纹理独特,黑色的,11.5,https://cf.shopee.ph/file/ph-11134207-7rash-mamxgoebeyem30,http://shopee.ph/product/130113680/24885286204,女包,P0-斜挎包,IVCN2026092210556,178382744642,https://detail.1688.com/offer/929419072299.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2104999217551441784827449e1100&token=WcM7JFapg8KA22W5W6Xbs%2BZU8eCD8LQIew2kEHl5ThcOMd%2FWhuR0NrqxyconrfYq,品牌品,0922新增,24885286204,11.5,无白名单价格,5
AZTRID 小型单肩包（高级款）2025 新款皮革、全新内衬和拉链，每种颜色纹理独特,氧化还原,28,https://cf.shopee.ph/file/ph-11134207-7rasd-mamxkyobnb3m6c,http://shopee.ph/product/130113680/24885286204,女包,P0-斜挎包,IVCN2026092210556,251467534746,https://detail.1688.com/offer/840349751752.html?spm=a26352.b28411319/2508.0.0.6dff1e62dXp0Oa,品牌品,0922新增,24885286204,28,无白名单价格,5
PATH T CHA - (🚩*大号/无长肩带*) BLAIRE BELT COLLECTION 单肩包（可装 iPad）,粘土/金色 BLR06,177.9,https://cf.shopee.co.th/file/th-11134207-81ztd-mgmt59d6idqn30,http://shopee.co.th/product/20138/26793171888,女包,P0-斜挎包,IVCN2026092210313,218761385522,https://detail.1688.com/offer/1077557756168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,26793171888,177.9,无白名单价格,5
PATH T CHA - (🚩*大号/无长肩带*) BLAIRE BELT COLLECTION 单肩包（可装 iPad）,麦芽/纯素皮革,184.03,https://cf.shopee.co.th/file/th-11134207-81ztq-ms3q7r9b2oli4c,http://shopee.co.th/product/20138/26793171888,女包,P0-斜挎包,IVCN2026092210313,446383516451,https://detail.1688.com/offer/1077557756168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,26793171888,184.03,无白名单价格,5
PATH T CHA - (🚩*大号/无长肩带*) BLAIRE BELT COLLECTION 单肩包（可装 iPad）,云朵/纯素皮革,182.66,https://cf.shopee.co.th/file/th-11134207-81ztg-ms3q8ibnwv0mf7,http://shopee.co.th/product/20138/26793171888,女包,P0-斜挎包,IVCN2026092210313,446383516454,https://detail.1688.com/offer/1077557756168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,26793171888,182.66,无白名单价格,5
PATH T CHA - (🚩*大号/无长肩带*) BLAIRE BELT COLLECTION 单肩包（可装 iPad）,象牙色/纯素皮革,183.25,https://cf.shopee.co.th/file/th-11134207-81ztk-ms3q8a897w9486,http://shopee.co.th/product/20138/26793171888,女包,P0-斜挎包,IVCN2026092210313,446383516453,https://detail.1688.com/offer/1077557756168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,26793171888,183.25,无白名单价格,5
PATH T CHA - (🚩*大号/无长肩带*) BLAIRE BELT COLLECTION 单肩包（可装 iPad）,意式浓缩咖啡/纯素,184.34,https://cf.shopee.co.th/file/th-11134207-81ztp-ms3q81vjihhh79,http://shopee.co.th/product/20138/26793171888,女包,P0-斜挎包,IVCN2026092210313,446383516452,https://detail.1688.com/offer/1077557756168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,26793171888,184.34,无白名单价格,5
Eve & Adam - Ava 双面单肩包（迷你版）,黑色 - 卡其色,70,https://cf.shopee.ph/file/ph-11134207-820l9-msjcbyjf4zk942,http://shopee.ph/product/802208819/27639578615,女包,P0-斜挎包,IVCN2026092210625,285992836045,https://detail.1688.com/offer/904529148746.html?spm=a26352.b28411319/2508.0.0,高adi基本盘,0922新增,27639578615,77,有白名单价格，货盘查询,3
Eve & Adam - Ava 双面单肩包（迷你版）,深棕色 - 棕褐色,70,https://cf.shopee.ph/file/ph-11134207-820l9-msjcc6qrqps0d2,http://shopee.ph/product/802208819/27639578615,女包,P0-斜挎包,IVCN2026092210625,285992836047,https://detail.1688.com/offer/904529148746.html?spm=a26352.b28411319/2508.0.0,高adi基本盘,0922新增,27639578615,77,有白名单价格，货盘查询,3
Eve & Adam - Ava 双面单肩包（迷你版）,棕褐色,70,https://cf.shopee.ph/file/ph-11134207-820l9-msjcc2ddwveyf8,http://shopee.ph/product/802208819/27639578615,女包,P0-斜挎包,IVCN2026092210625,285992836046,https://detail.1688.com/offer/904529148746.html?spm=a26352.b28411319/2508.0.0,高adi基本盘,0922新增,27639578615,77,有白名单价格，货盘查询,3
Sugar Monday Poppy 单肩包 (2318),勃艮第,85,https://cf.shopee.co.th/file/th-11134207-7rasa-m3zy34al915j29,http://shopee.co.th/product/4991568/28354506063,女包,P0-斜挎包,IVCN2026092210449,99071441572,https://detail.1688.com/offer/830833611842.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,28354506063,93.5,有白名单价格，货盘查询,3
Sugar Monday Poppy 单肩包 (2318),黑色的,113,https://cf.shopee.co.th/file/th-11134207-81zth-mg08ekwgx9u4a2,http://shopee.co.th/product/4991568/28354506063,女包,P0-斜挎包,IVCN2026092210449,216319832135,https://detail.1688.com/offer/921350791485.html?spm=a26352.b28411319/2508.0.0,高adi基本盘,0922新增,28354506063,124.3,有白名单价格，货盘查询,3
Sugar Monday Poppy 单肩包 (2318),浅褐色的,113,https://cf.shopee.co.th/file/th-11134207-7r98w-lxaxf9c9d51r65,http://shopee.co.th/product/4991568/28354506063,女包,P0-斜挎包,IVCN2026092210449,29810432554,https://detail.1688.com/offer/921350791485.html?spm=a26352.b28411319/2508.0.0,高adi基本盘,0922新增,28354506063,124.3,有白名单价格，货盘查询,3
Sometime Semmoa（尼龙）- 手提袋,摩卡，无名,26,https://cf.shopee.com.my/file/my-11134207-820lc-mncql0t8bh8l21,http://shopee.com.my/product/473882647/28611169520,女包,P0-托特包,IVCN2026092210819,256588984003,https://detail.1688.com/offer/890924294558.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,28611169520,26,无白名单价格,2
Sometime Semmoa（尼龙）- 手提袋,黑发，无名,24,https://cf.shopee.com.my/file/my-11134207-820lb-mncqkuaes0lge2,http://shopee.com.my/product/473882647/28611169520,女包,P0-托特包,IVCN2026092210819,256588983997,https://detail.1688.com/offer/920903509319.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717790846060306338e1020&token=n7%2FSYLOzOJF%2BrlGT7v%2FfNQfcTCNVUVRwAZE5clw6qBQTNxaLS94uV4diF%2FkP4LA7,品牌品,0922新增,28611169520,24,无白名单价格,2
春夏新款软皮编织中世纪晚宴法棍风琴横款背包,红葡萄酒,32.57,https://cf.shopee.com.br/file/sg-11134201-7rfhu-m368mkjjbfj4d9,http://shopee.com.br/product/485132113/29019183744,女包,P0-斜挎包,IVCN2026092211213,185600678612,https://detail.1688.com/offer/977054743958.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29019183744,32.57,无白名单价格,1
SAIGONSWAGGER® 优雅包/中号/ 皮革斜挎包,灰色的,27,https://cf.shopee.vn/file/vn-11134207-81ztc-mmvk91ugu2h03b,http://shopee.vn/product/25604554/29021732674,女包,P0-托特包,IVCN2026092210293,247339899122,https://detail.1688.com/offer/829754042551.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i30&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,29021732674,27,无白名单价格,1
Kipling GABB S 包，纯黑色。,Kipling GABB S 包，纯黑色。,30,https://cf.shopee.co.th/file/th-11134207-81ztg-mrb0c0w354au65,http://shopee.co.th/product/278477612/29024019097,女包,P0-斜挎包,IVCN2026092211175,59862787595,https://detail.1688.com/offer/917044499713.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,29024019097,30,无白名单价格,1
POLENE 法国大容量单肩包、手提包、多功能购物袋。,栗色（小）,62,https://cf.shopee.vn/file/cn-11134207-7ras8-mbi2us8tzohi6f,http://shopee.vn/product/1371026413/29038098811,女包,P0-托特包,IVCN2026092210843,300538334759,https://detail.1688.com/offer/997736759700.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29038098811,68.2,有白名单价格，货盘查询,1
KIM&CO. ORIGINAL - CRIMPY 手提袋 (KCBT016) 手提袋有 7 种颜色可选：黑色/白色/橄榄色/棕色/紫色/灰色/米色。,橄榄,25,https://cf.shopee.co.th/file/th-11134207-81ztl-mk3ohwttfeh2a2,http://shopee.co.th/product/181940553/29039931301,女包,P0-斜挎包,IVCN2026092210342,281094029415,https://detail.1688.com/offer/771999016199.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29039931301,27.5,有白名单价格，货盘查询,1
NuPrene - Fiorella 手提袋 - 酒红色防水手提袋 - 采用再生尼龙制成,NuPrene - Fiorella 手提袋 - 酒红色防水手提袋 - 采用再生尼龙制成,22,https://cf.shopee.ph/file/ph-11134207-81ztl-ml7qdba0x8902f,http://shopee.ph/product/514026009/29070394423,女包,P0-托特包,IVCN2026092211291,178596673748,https://detail.1688.com/offer/863268514578.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i16&source=action%23offerItem%3Borigin%23down-ph.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,品牌品,0922新增,29070394423,22,无白名单价格,1
MICHI 小号日常鹅卵石纹手提包 – 高品质时尚 Laura 包，附赠收纳袋,黑色的,25.89,https://cf.shopee.ph/file/sg-11134201-824i7-mf5ll4x0ptzd74,http://shopee.ph/product/701967015/29090935174,女包,P0-托特包,IVCN2026092211096,266386692562,https://detail.1688.com/offer/974816296538.html?spm=a26352.b28411319.offerlist.42.13e71e6211UaLs,高adi基本盘,0922新增,29090935174,25.89,无白名单价格,1
新款设计师云朵手提包 女士真皮时尚单肩包 简约斜挎包 斜挎包,赤褐色+礼盒,45,https://cf.shopee.com.my/file/my-11134207-820l9-ml79wv76nncz07,http://shopee.com.my/product/1590429560/29092676897,女包,P0-斜挎包,IVCN2026092211127,297494777697,https://detail.1688.com/offer/941767828719.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29092676897,49.5,有白名单价格，货盘查询,1
ITISYOURSS 朦胧手提包 | 大号单肩包 | 运动友好 | 运动包 | 办公 | 大容量 | 笔记本电脑包 | 可爱防水手提包,朦胧 2.0 深棕色,23,https://cf.shopee.sg/file/id-11134207-8224p-mk23sp60j3eu8c,http://shopee.sg/product/298500765/29107375844,女包,P0-托特包,IVCN2026092211345,435503583835,https://detail.1688.com/offer/1061637428800.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29107375844,25.3,有白名单价格，货盘查询,1
MOSSDOOM Zenith 女士单肩包 | 容量大，配优雅丝巾，完美融合功能与时尚,粉色的,40,https://cf.shopee.sg/file/cn-11134207-7ras8-m20hv8xmdqtnf4,http://shopee.sg/product/1342823455/29110723922,女包,P0-斜挎包,IVCN2026092210402,233400227428,https://detail.1688.com/offer/935660933395.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17842602008082908e0e6c&token=U245OZ1PdG7sGPfP%2BA7p8LRIkofFxvMH62mlvNMGrDE0sAk1EBPrGvPk7o%2F15QWH,品牌品,0922新增,29110723922,40,无白名单价格,1
Eve & Adam - Stella 防水尼龙手提包,全黑,41,https://cf.shopee.ph/file/ph-11134207-7rasb-m1160pime59v1d,http://shopee.ph/product/802208819/29113359904,女包,P0-托特包,IVCN2026092210686,256729352620,https://detail.1688.com/offer/768014528181.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29113359904,45.1,有白名单价格，货盘查询,3
Eve & Adam - Stella 防水尼龙手提包,棕色的,41,https://cf.shopee.ph/file/ph-11134207-7rase-m1160wgc8ppv41,http://shopee.ph/product/802208819/29113359904,女包,P0-托特包,IVCN2026092210686,256729352622,https://detail.1688.com/offer/768014528181.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29113359904,45.1,有白名单价格，货盘查询,3
Eve & Adam - Stella 防水尼龙手提包,浅褐色的,41,https://cf.shopee.ph/file/ph-11134207-820lh-mpoz0ohlsnpq33,http://shopee.ph/product/802208819/29113359904,女包,P0-托特包,IVCN2026092210686,256729352625,https://detail.1688.com/offer/768014528181.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29113359904,45.1,有白名单价格，货盘查询,3
NUNU Ashley 包 - 女式时尚斜挎包和肩背包多包 PU 皮革免费钥匙扣 Beg Tangan Wanita,咖啡,19.5,https://cf.shopee.com.my/file/sg-11134201-7ra12-m4g9dzqpze53c6,http://shopee.com.my/product/1063199248/29122274512,女包,P0-斜挎包,IVCN2026092210589,99726639710,https://detail.1688.com/offer/853369013805.html?spm=a26352.b28411319.offerlist.6.24981e62fDviv3,品牌品,0922新增,29122274512,19.5,无白名单价格,2
NUNU Ashley 包 - 女式时尚斜挎包和肩背包多包 PU 皮革免费钥匙扣 Beg Tangan Wanita,黑色的,19.5,https://cf.shopee.com.my/file/sg-11134201-7ra12-m4g9e1jdcs9045,http://shopee.com.my/product/1063199248/29122274512,女包,P0-斜挎包,IVCN2026092210589,99726639712,https://detail.1688.com/offer/853369013805.html?spm=a26352.b28411319.offerlist.6.24981e62fDviv3,品牌品,0922新增,29122274512,19.5,无白名单价格,2
Gosto GBTW01000DEN 女士手提包（黑色）,Gosto GBTW01000DEN 女士手提包（黑色）,54.21,https://cf.shopee.vn/file/vn-11134207-7ra0g-m66evfhngtavfe,http://shopee.vn/product/25211549/29126026640,女包,P0-斜挎包,IVCN2026092211332,252629305079,https://detail.1688.com/offer/982703120323.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,品牌品,0922新增,29126026640,54.21,无白名单价格,1
12 英寸 Linly 麂皮和尼龙包，配金色五金配件，各种颜色可选。,12英寸松露,21,https://cf.shopee.co.th/file/th-11134207-81ztj-mgqjgzmymy32af,http://shopee.co.th/product/147747086/29128166173,女包,P0-斜挎包,IVCN2026092210191,159147046191,https://detail.1688.com/offer/758013006130.html?fromkv=cbuPcPlugin:imageSearchDrawerTable&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高adi基本盘,0922新增,29128166173,23.1,有白名单价格，货盘查询,1
纯色女士大号单肩多口袋通勤斜挎包 时尚女士斜挎包 单肩包 F,黑色的,13.98,https://cf.shopee.co.th/file/sg-11134201-7rd6w-m71xrgo6pg2ia9,http://shopee.co.th/product/774341256/29128739728,女包,P0-斜挎包,IVCN2026092210554,208283813191,https://detail.1688.com/offer/976700698485.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517895249734548244e0c38&token=7t0QnhInAoY0uhrZtOK5W1P202K8dRRxvskUBimVmw%2FbpJqF8KUr1xg0GyZvs8Vr,高adi基本盘,0922新增,29128739728,13.98,无白名单价格,1
